datetime,dt_MY,EURUSD,GBPUSD,AUDUSD,USDJPY,NZDUSD,USDCAD,USDCHF,GBPJPY,EURJPY,AUDJPY,NZDJPY,CADJPY,CHFJPY
2018-07-10 21:35:00,2018-07-11 05:35:00+08:00,1.17369,1.32739,0.74305,110.944,0.68188,1.31306,0.99205,147.263,130.212,82.522,75.654,84.484,111.775
2018-07-10 21:50:00,2018-07-11 05:50:00+08:00,1.17382,1.32697,0.74356,110.977,0.68199,1.31306,0.99196,147.258,130.264,82.441,75.677,84.512,111.801
2018-07-10 22:05:00,2018-07-11 06:05:00+08:00,1.17347,1.32595,0.74324,110.88,0.68209,1.31357,0.99203,147.02,130.113,82.521,75.632,84.409,111.802
2018-07-10 22:20:00,2018-07-11 06:20:00+08:00,1.17353,1.32612,0.74254,110.822,0.68188,1.31401,0.99203,146.965,130.056,82.413,75.569,84.336,111.844
2018-07-10 22:35:00,2018-07-11 06:35:00+08:00,1.17347,1.32576,0.7424,110.86,0.6821,1.31413,0.99208,146.974,130.094,82.293,75.619,84.355,111.74
2018-07-10 22:50:00,2018-07-11 06:50:00+08:00,1.17363,1.32617,0.74266,110.89,0.68204,1.31384,0.99203,147.057,130.143,82.302,75.632,84.396,111.699
2018-07-10 23:05:00,2018-07-11 07:05:00+08:00,1.17315,1.32585,0.74221,110.917,0.6819,1.31411,0.99224,147.06,130.124,82.354,75.634,84.401,111.711
2018-07-10 23:20:00,2018-07-11 07:20:00+08:00,1.1728,1.32623,0.74183,110.874,0.68191,1.31429,0.99225,147.045,130.033,82.326,75.603,84.357,111.746
2018-07-10 23:35:00,2018-07-11 07:35:00+08:00,1.17285,1.32607,0.74141,110.866,0.68158,1.31459,0.9925,147.015,130.032,82.249,75.563,84.332,111.747
2018-07-10 23:50:00,2018-07-11 07:50:00+08:00,1.17279,1.32582,0.74155,110.854,0.68163,1.31449,0.99257,146.974,130.009,82.197,75.56,84.33,111.694
2018-07-11 00:00:00,2018-07-11 08:00:00+08:00,1.17305,1.32596,0.74217,110.912,0.682,1.31425,0.99257,147.063,130.108,82.205,75.642,84.388,111.686
2018-07-11 00:15:00,2018-07-11 08:15:00+08:00,1.17305,1.32587,0.74198,110.92,0.68149,1.3145,0.99267,147.065,130.114,82.316,75.591,84.38,111.665
2018-07-11 00:30:00,2018-07-11 08:30:00+08:00,1.17295,1.32596,0.74214,110.869,0.6813,1.3145,0.99245,147.009,130.047,82.301,75.535,84.341,111.745
2018-07-11 00:45:00,2018-07-11 08:45:00+08:00,1.17266,1.3253,0.74137,110.845,0.68102,1.31524,0.99234,146.902,129.982,82.282,75.487,84.275,111.767
2018-07-11 01:00:00,2018-07-11 09:00:00+08:00,1.17256,1.32579,0.74092,110.841,0.68079,1.31518,0.99239,146.954,129.972,82.178,75.46,84.276,111.713
2018-07-11 01:15:00,2018-07-11 09:15:00+08:00,1.17282,1.32618,0.74143,110.874,0.6812,1.31476,0.99258,147.04,130.037,82.126,75.524,84.328,111.666
2018-07-11 01:30:00,2018-07-11 09:30:00+08:00,1.17285,1.32619,0.74183,110.954,0.68115,1.31441,0.99245,147.15,130.133,82.205,75.578,84.412,111.676
2018-07-11 01:45:00,2018-07-11 09:45:00+08:00,1.17312,1.32638,0.74252,110.993,0.68158,1.3138,0.9922,147.218,130.209,82.31,75.652,84.48,111.733
2018-07-11 02:00:00,2018-07-11 10:00:00+08:00,1.17355,1.32676,0.7425,110.981,0.6814,1.31387,0.99226,147.244,130.242,82.416,75.623,84.467,111.811
2018-07-11 02:15:00,2018-07-11 10:15:00+08:00,1.17323,1.32624,0.74224,111.073,0.68132,1.3138,0.99228,147.312,130.315,82.402,75.676,84.542,111.849
2018-07-11 02:30:00,2018-07-11 10:30:00+08:00,1.17298,1.32609,0.74225,111.13,0.68141,1.31394,0.99189,147.369,130.352,82.443,75.723,84.574,111.88
2018-07-11 02:45:00,2018-07-11 10:45:00+08:00,1.17297,1.326,0.74203,111.077,0.68125,1.31386,0.99224,147.286,130.291,82.485,75.671,84.539,111.933
2018-07-11 03:00:00,2018-07-11 11:00:00+08:00,1.17295,1.32616,0.74142,111.063,0.68131,1.31375,0.99253,147.288,130.274,82.422,75.668,84.535,111.956
2018-07-11 03:15:00,2018-07-11 11:15:00+08:00,1.17264,1.32592,0.74145,111.059,0.68097,1.31373,0.99244,147.257,130.232,82.345,75.628,84.535,111.913
2018-07-11 03:30:00,2018-07-11 11:30:00+08:00,1.17254,1.3258,0.7416,111.08,0.68109,1.3135,0.99208,147.27,130.248,82.345,75.657,84.567,111.943
2018-07-11 03:45:00,2018-07-11 11:45:00+08:00,1.17293,1.32619,0.74185,111.088,0.68117,1.31333,0.99226,147.319,130.296,82.378,75.669,84.582,111.917
2018-07-11 04:00:00,2018-07-11 12:00:00+08:00,1.17282,1.3261,0.74181,111.11,0.6813,1.31352,0.99247,147.345,130.313,82.408,75.699,84.587,111.916
2018-07-11 04:15:00,2018-07-11 12:15:00+08:00,1.1727,1.32567,0.74102,111.044,0.68088,1.31398,0.99228,147.207,130.221,82.423,75.608,84.508,111.942
2018-07-11 04:30:00,2018-07-11 12:30:00+08:00,1.17239,1.32547,0.74058,111.014,0.68074,1.31419,0.99235,147.147,130.155,82.286,75.571,84.47,111.958
2018-07-11 04:45:00,2018-07-11 12:45:00+08:00,1.1727,1.32582,0.74104,111.024,0.68094,1.31399,0.99224,147.196,130.2,82.216,75.601,84.491,111.903
2018-07-11 05:00:00,2018-07-11 13:00:00+08:00,1.1727,1.32582,0.74102,111.062,0.68111,1.31407,0.99235,147.251,130.243,82.272,75.647,84.516,111.861
2018-07-11 05:15:00,2018-07-11 13:15:00+08:00,1.17277,1.32599,0.74114,111.066,0.68088,1.31398,0.99216,147.274,130.256,82.301,75.622,84.525,111.894
2018-07-11 05:30:00,2018-07-11 13:30:00+08:00,1.17299,1.32646,0.74135,111.065,0.68101,1.31382,0.99214,147.322,130.279,82.314,75.635,84.535,111.934
2018-07-11 05:45:00,2018-07-11 13:45:00+08:00,1.17289,1.32617,0.74094,111.067,0.68088,1.31379,0.99235,147.296,130.271,82.337,75.62,84.535,111.914
2018-07-11 06:00:00,2018-07-11 14:00:00+08:00,1.17351,1.32651,0.7406,111.042,0.68111,1.31377,0.99215,147.301,130.308,82.293,75.632,84.52,111.935
2018-07-11 06:15:00,2018-07-11 14:15:00+08:00,1.17361,1.32719,0.74104,111.048,0.68141,1.31332,0.99206,147.382,130.33,82.238,75.669,84.554,111.945
2018-07-11 06:30:00,2018-07-11 14:30:00+08:00,1.17387,1.32741,0.74124,111.042,0.68146,1.31343,0.99145,147.397,130.351,82.291,75.669,84.542,111.994
2018-07-11 06:45:00,2018-07-11 14:45:00+08:00,1.17304,1.32656,0.74097,110.985,0.68138,1.31377,0.99158,147.233,130.191,82.307,75.623,84.477,111.984
2018-07-11 07:00:00,2018-07-11 15:00:00+08:00,1.17283,1.32684,0.74108,110.974,0.68124,1.31411,0.9915,147.245,130.153,82.238,75.6,84.447,111.986
2018-07-11 07:15:00,2018-07-11 15:15:00+08:00,1.17285,1.32698,0.7414,111.034,0.68178,1.31391,0.99118,147.34,130.228,82.242,75.698,84.504,111.96
2018-07-11 07:30:00,2018-07-11 15:30:00+08:00,1.17316,1.32703,0.74172,111.049,0.68185,1.31368,0.99129,147.364,130.277,82.32,75.718,84.531,111.944
2018-07-11 07:45:00,2018-07-11 15:45:00+08:00,1.17331,1.32749,0.7419,111.011,0.68214,1.3136,0.99107,147.367,130.252,82.367,75.725,84.507,112.021
2018-07-11 08:00:00,2018-07-11 16:00:00+08:00,1.17317,1.32769,0.7414,111.029,0.68171,1.31376,0.99138,147.412,130.257,82.359,75.69,84.511,112.009
2018-07-11 08:15:00,2018-07-11 16:15:00+08:00,1.17277,1.32734,0.74098,111.037,0.68136,1.31395,0.99135,147.384,130.221,82.316,75.656,84.505,111.975
2018-07-11 08:30:00,2018-07-11 16:30:00+08:00,1.17157,1.32566,0.74064,111.07,0.68083,1.31481,0.99134,147.242,130.128,82.276,75.621,84.476,111.993
2018-07-11 08:45:00,2018-07-11 16:45:00+08:00,1.17085,1.32566,0.73999,111.159,0.68042,1.31532,0.9913,147.362,130.152,82.263,75.635,84.511,112.006
2018-07-11 09:00:00,2018-07-11 17:00:00+08:00,1.17032,1.32495,0.73912,111.225,0.67964,1.31626,0.99222,147.367,130.171,82.257,75.593,84.5,111.936
2018-07-11 09:15:00,2018-07-11 17:15:00+08:00,1.17004,1.32457,0.73902,111.219,0.67957,1.31672,0.99309,147.317,130.131,82.208,75.581,84.466,111.927
2018-07-11 09:30:00,2018-07-11 17:30:00+08:00,1.17051,1.32487,0.73929,111.189,0.67955,1.31647,0.99394,147.311,130.148,82.194,75.559,84.46,111.897
2018-07-11 09:45:00,2018-07-11 17:45:00+08:00,1.17033,1.32459,0.73885,111.201,0.67884,1.31664,0.99448,147.296,130.143,82.2,75.488,84.457,111.83
2018-07-11 10:00:00,2018-07-11 18:00:00+08:00,1.17072,1.32375,0.73856,111.2,0.67868,1.31683,0.99444,147.203,130.185,82.161,75.471,84.444,111.803
2018-07-11 10:15:00,2018-07-11 18:15:00+08:00,1.17109,1.32367,0.73907,111.23,0.6788,1.31637,0.99453,147.234,130.261,82.128,75.504,84.497,111.807
2018-07-11 10:30:00,2018-07-11 18:30:00+08:00,1.17124,1.32413,0.73904,111.239,0.67899,1.31638,0.99435,147.296,130.287,82.207,75.531,84.503,111.827
2018-07-11 10:45:00,2018-07-11 18:45:00+08:00,1.1712,1.3246,0.73935,111.254,0.67932,1.31517,0.99424,147.366,130.299,82.21,75.576,84.591,111.87
2018-07-11 11:00:00,2018-07-11 19:00:00+08:00,1.17163,1.32462,0.73973,111.224,0.67933,1.31491,0.99452,147.328,130.314,82.256,75.558,84.587,111.847
2018-07-11 11:15:00,2018-07-11 19:15:00+08:00,1.17167,1.32519,0.73981,111.2,0.67956,1.31508,0.99444,147.362,130.29,82.276,75.566,84.557,111.865
2018-07-11 11:30:00,2018-07-11 19:30:00+08:00,1.17103,1.32464,0.73936,111.214,0.67908,1.31535,0.99423,147.317,130.234,82.268,75.524,84.549,111.864
2018-07-11 11:45:00,2018-07-11 19:45:00+08:00,1.17067,1.32398,0.73905,111.225,0.67886,1.31457,0.99424,147.262,130.208,82.226,75.503,84.608,111.838
2018-07-11 12:00:00,2018-07-11 20:00:00+08:00,1.17339,1.32618,0.73954,111.226,0.6795,1.31375,0.99441,147.506,130.508,82.2,75.58,84.66,111.832
2018-07-11 12:15:00,2018-07-11 20:15:00+08:00,1.1728,1.32523,0.73973,111.208,0.67939,1.31411,0.99427,147.366,130.42,82.256,75.494,84.596,111.856
2018-07-11 12:30:00,2018-07-11 20:30:00+08:00,1.1745,1.32636,0.74056,111.208,0.67975,1.31336,0.99299,147.501,130.614,82.251,75.594,84.674,112.002
2018-07-11 12:45:00,2018-07-11 20:45:00+08:00,1.17518,1.32654,0.74034,111.127,0.67952,1.3132,0.99303,147.414,130.595,82.355,75.515,84.623,111.929
2018-07-11 13:00:00,2018-07-11 21:00:00+08:00,1.17475,1.32625,0.74028,111.154,0.67964,1.3135,0.99211,147.42,130.578,82.272,75.546,84.623,112.088
2018-07-11 13:15:00,2018-07-11 21:15:00+08:00,1.17492,1.32631,0.74006,111.158,0.67936,1.31402,0.99151,147.43,130.604,82.285,75.517,84.593,112.074
2018-07-11 13:30:00,2018-07-11 21:30:00+08:00,1.17478,1.32661,0.74026,111.209,0.67955,1.31362,0.99115,147.534,130.647,82.264,75.573,84.658,112.142
2018-07-11 13:45:00,2018-07-11 21:45:00+08:00,1.17464,1.32668,0.74017,111.196,0.67948,1.3142,0.991,147.522,130.617,82.324,75.55,84.556,112.162
2018-07-11 14:00:00,2018-07-11 22:00:00+08:00,1.1741,1.32636,0.74075,111.21,0.67998,1.30892,0.9915,147.505,130.573,82.303,75.619,84.962,112.157
2018-07-11 14:15:00,2018-07-11 22:15:00+08:00,1.17434,1.32696,0.74124,111.248,0.68028,1.30682,0.99185,147.622,130.643,82.378,75.68,85.124,112.099
2018-07-11 14:30:00,2018-07-11 22:30:00+08:00,1.17312,1.32589,0.74056,111.26,0.67959,1.30925,0.99164,147.518,130.523,82.46,75.61,84.979,112.142
2018-07-11 14:45:00,2018-07-11 22:45:00+08:00,1.17217,1.3251,0.7412,111.285,0.6799,1.3128,0.99163,147.465,130.447,82.395,75.664,84.767,112.181
2018-07-11 15:00:00,2018-07-11 23:00:00+08:00,1.17188,1.3244,0.74011,111.338,0.67886,1.31381,0.99217,147.454,130.475,82.485,75.584,84.74,112.13
2018-07-11 15:15:00,2018-07-11 23:15:00+08:00,1.17163,1.32347,0.73944,111.572,0.67828,1.31452,0.99286,147.663,130.722,82.402,75.676,84.875,112.081
2018-07-11 15:30:00,2018-07-11 23:30:00+08:00,1.1721,1.32396,0.73971,111.503,0.67868,1.3134,0.99327,147.627,130.693,82.5,75.675,84.895,112.087
2018-07-11 15:45:00,2018-07-11 23:45:00+08:00,1.17223,1.3238,0.7399,111.529,0.67848,1.31269,0.99376,147.642,130.737,82.481,75.67,84.961,112.263
2018-07-11 16:00:00,2018-07-12 00:00:00+08:00,1.17217,1.3238,0.73964,111.571,0.67828,1.31248,0.99337,147.698,130.781,82.52,75.676,85.006,112.241
2018-07-11 16:15:00,2018-07-12 00:15:00+08:00,1.17083,1.32282,0.73957,111.687,0.67827,1.31242,0.99328,147.743,130.768,82.522,75.755,85.099,112.279
2018-07-11 16:30:00,2018-07-12 00:30:00+08:00,1.17051,1.32268,0.73897,111.814,0.67786,1.31371,0.99348,147.894,130.878,82.601,75.795,85.111,112.299
2018-07-11 16:45:00,2018-07-12 00:45:00+08:00,1.16994,1.32209,0.73895,111.893,0.6775,1.31521,0.99426,147.932,130.908,82.628,75.807,85.074,112.327
2018-07-11 17:00:00,2018-07-12 01:00:00+08:00,1.1682,1.32093,0.73808,111.917,0.67708,1.31698,0.99418,147.834,130.743,82.684,75.777,84.977,112.461
2018-07-11 17:15:00,2018-07-12 01:15:00+08:00,1.16821,1.32092,0.73795,111.981,0.67664,1.31779,0.99454,147.918,130.818,82.603,75.769,84.973,112.502
2018-07-11 17:30:00,2018-07-12 01:30:00+08:00,1.16784,1.32063,0.73763,111.966,0.67628,1.3182,0.99554,147.868,130.759,82.635,75.719,84.936,112.412
2018-07-11 17:45:00,2018-07-12 01:45:00+08:00,1.16737,1.32086,0.73712,111.999,0.67598,1.31975,0.99562,147.937,130.744,82.589,75.708,84.862,112.466
2018-07-11 18:00:00,2018-07-12 02:00:00+08:00,1.16712,1.32074,0.73685,112.089,0.67593,1.32036,0.99556,148.043,130.824,82.557,75.763,84.891,112.459
2018-07-11 18:15:00,2018-07-12 02:15:00+08:00,1.16681,1.32051,0.7373,112.106,0.67629,1.31989,0.99623,148.034,130.804,82.593,75.814,84.933,112.414
2018-07-11 18:30:00,2018-07-12 02:30:00+08:00,1.16815,1.32157,0.73786,111.966,0.67687,1.31882,0.99619,147.967,130.793,82.653,75.785,84.896,112.51
2018-07-11 18:45:00,2018-07-12 02:45:00+08:00,1.16742,1.32108,0.73773,112.044,0.67636,1.31967,0.99614,148.018,130.801,82.614,75.781,84.901,112.532
2018-07-11 19:00:00,2018-07-12 03:00:00+08:00,1.16742,1.32096,0.73736,112.008,0.67628,1.3198,0.99519,147.959,130.762,82.658,75.742,84.865,112.498
2018-07-11 19:15:00,2018-07-12 03:15:00+08:00,1.16726,1.32049,0.7369,112.027,0.67589,1.32088,0.99603,147.929,130.766,82.591,75.698,84.811,112.481
2018-07-11 19:30:00,2018-07-12 03:30:00+08:00,1.16706,1.32027,0.73671,112.013,0.67569,1.32067,0.99589,147.886,130.73,82.553,75.668,84.813,112.462
2018-07-11 19:45:00,2018-07-12 03:45:00+08:00,1.16693,1.32007,0.73663,112.053,0.67558,1.32053,0.99612,147.918,130.761,82.52,75.681,84.853,112.456
2018-07-11 20:00:00,2018-07-12 04:00:00+08:00,1.16742,1.3203,0.73668,112.035,0.67587,1.32076,0.99606,147.92,130.792,82.544,75.703,84.824,112.451
2018-07-11 20:15:00,2018-07-12 04:15:00+08:00,1.16742,1.32062,0.73677,112.022,0.67577,1.3209,0.99637,147.942,130.78,82.535,75.674,84.807,112.452
2018-07-11 20:30:00,2018-07-12 04:30:00+08:00,1.16755,1.32049,0.73676,112.012,0.67571,1.32089,0.99595,147.911,130.779,82.533,75.669,84.799,112.485
2018-07-11 20:45:00,2018-07-12 04:45:00+08:00,1.16715,1.32012,0.7366,111.987,0.67555,1.32033,0.99578,147.812,130.705,82.526,75.626,84.75,112.476
2018-07-11 21:05:00,2018-07-12 05:05:00+08:00,1.16729,1.32041,0.73676,111.98,0.67589,1.32091,0.99582,147.872,130.715,82.478,75.69,84.759,112.475
2018-07-11 21:20:00,2018-07-12 05:20:00+08:00,1.16738,1.3205,0.73632,111.964,0.67554,1.32147,0.99586,147.862,130.719,82.503,75.642,84.724,112.424
2018-07-11 21:35:00,2018-07-12 05:35:00+08:00,1.16744,1.32056,0.73618,111.931,0.67505,1.32141,0.99532,147.819,130.687,82.441,75.558,84.703,112.456
2018-07-11 21:50:00,2018-07-12 05:50:00+08:00,1.1674,1.32054,0.73629,111.945,0.67509,1.32133,0.99534,147.825,130.69,82.403,75.572,84.718,112.46
2018-07-11 22:05:00,2018-07-12 06:05:00+08:00,1.16738,1.32045,0.73627,111.939,0.67501,1.32129,0.99526,147.814,130.683,82.423,75.56,84.719,112.438
2018-07-11 22:20:00,2018-07-12 06:20:00+08:00,1.16748,1.32047,0.73619,111.936,0.67516,1.32133,0.99567,147.814,130.691,82.418,75.573,84.711,112.417
2018-07-11 22:35:00,2018-07-12 06:35:00+08:00,1.16756,1.32048,0.73654,111.935,0.67544,1.32137,0.99566,147.816,130.698,82.405,75.604,84.708,112.412
2018-07-11 22:50:00,2018-07-12 06:50:00+08:00,1.1675,1.32041,0.73645,111.942,0.67545,1.32106,0.99564,147.817,130.701,82.443,75.609,84.737,112.411
2018-07-11 23:05:00,2018-07-12 07:05:00+08:00,1.16732,1.32043,0.73632,111.953,0.67533,1.32128,0.99564,147.833,130.694,82.44,75.604,84.733,112.412
2018-07-11 23:20:00,2018-07-12 07:20:00+08:00,1.16761,1.32055,0.73627,111.936,0.67505,1.32115,0.99561,147.821,130.707,82.434,75.558,84.728,112.431
2018-07-11 23:35:00,2018-07-12 07:35:00+08:00,1.16766,1.32073,0.73662,111.94,0.67536,1.32075,0.99574,147.847,130.716,82.415,75.596,84.758,112.431
2018-07-11 23:50:00,2018-07-12 07:50:00+08:00,1.16751,1.32059,0.73649,111.977,0.67526,1.3208,0.99546,147.88,130.742,82.454,75.611,84.782,112.443
2018-07-12 00:00:00,2018-07-12 08:00:00+08:00,1.16756,1.32062,0.73646,112.078,0.67546,1.32101,0.99542,148.018,130.868,82.47,75.702,84.845,112.45
2018-07-12 00:15:00,2018-07-12 08:15:00+08:00,1.16767,1.32041,0.73656,112.089,0.67577,1.32096,0.99556,148.007,130.89,82.544,75.744,84.856,112.47
2018-07-12 00:30:00,2018-07-12 08:30:00+08:00,1.16755,1.32063,0.73688,112.091,0.67589,1.32091,0.99575,148.035,130.879,82.56,75.756,84.861,112.554
2018-07-12 00:45:00,2018-07-12 08:45:00+08:00,1.16727,1.32033,0.73648,112.135,0.67549,1.32105,0.9956,148.057,130.897,82.596,75.741,84.884,112.584
2018-07-12 01:00:00,2018-07-12 09:00:00+08:00,1.16766,1.32023,0.73669,112.108,0.67536,1.32074,0.99557,148.012,130.911,82.584,75.712,84.886,112.59
2018-07-12 01:15:00,2018-07-12 09:15:00+08:00,1.16755,1.31999,0.73628,112.088,0.67498,1.32145,0.99588,147.956,130.876,82.589,75.654,84.823,112.599
2018-07-12 01:30:00,2018-07-12 09:30:00+08:00,1.16752,1.31939,0.73694,112.288,0.67516,1.32119,0.99581,148.154,131.107,82.528,75.811,84.993,112.58
2018-07-12 01:45:00,2018-07-12 09:45:00+08:00,1.16748,1.31948,0.73693,112.245,0.67503,1.32141,0.99581,148.109,131.051,82.748,75.767,84.945,112.56
2018-07-12 02:00:00,2018-07-12 10:00:00+08:00,1.16741,1.3196,0.73699,112.248,0.67483,1.3213,0.99585,148.128,131.05,82.716,75.748,84.956,112.757
2018-07-12 02:15:00,2018-07-12 10:15:00+08:00,1.1674,1.32009,0.73729,112.289,0.67504,1.32084,0.99586,148.237,131.092,82.725,75.796,85.015,112.712
2018-07-12 02:30:00,2018-07-12 10:30:00+08:00,1.16745,1.32,0.73743,112.268,0.67513,1.32066,0.99574,148.201,131.075,82.788,75.794,85.012,112.73
2018-07-12 02:45:00,2018-07-12 10:45:00+08:00,1.16724,1.31968,0.73729,112.257,0.67534,1.32076,0.99578,148.146,131.04,82.787,75.81,84.997,112.764
2018-07-12 03:00:00,2018-07-12 11:00:00+08:00,1.16725,1.31939,0.73739,112.337,0.67541,1.32094,0.99584,148.222,131.134,82.764,75.872,85.045,112.736
2018-07-12 03:15:00,2018-07-12 11:15:00+08:00,1.16735,1.31943,0.7375,112.292,0.67527,1.32079,0.99585,148.167,131.092,82.836,75.826,85.021,112.725
2018-07-12 03:30:00,2018-07-12 11:30:00+08:00,1.16751,1.31988,0.73759,112.289,0.67528,1.32066,0.99594,148.215,131.108,82.816,75.825,85.027,112.795
2018-07-12 03:45:00,2018-07-12 11:45:00+08:00,1.16761,1.3199,0.73775,112.256,0.67547,1.32057,0.9959,148.174,131.082,82.823,75.825,85.007,112.758
2018-07-12 04:00:00,2018-07-12 12:00:00+08:00,1.1679,1.32019,0.73791,112.258,0.67557,1.32021,0.99576,148.206,131.115,82.817,75.837,85.032,112.768
2018-07-12 04:15:00,2018-07-12 12:15:00+08:00,1.16802,1.32058,0.73806,112.216,0.67572,1.31985,0.9959,148.197,131.08,82.834,75.829,85.024,112.719
2018-07-12 04:30:00,2018-07-12 12:30:00+08:00,1.16815,1.32064,0.7382,112.213,0.67585,1.31993,0.99566,148.196,131.089,82.821,75.838,85.016,112.748
2018-07-12 04:45:00,2018-07-12 12:45:00+08:00,1.16824,1.32078,0.73829,112.194,0.67624,1.31986,0.99563,148.19,131.076,82.835,75.876,85.006,112.71
2018-07-12 05:00:00,2018-07-12 13:00:00+08:00,1.16854,1.32083,0.73857,112.193,0.67645,1.3196,0.99546,148.194,131.111,82.831,75.893,85.024,112.723
2018-07-12 05:15:00,2018-07-12 13:15:00+08:00,1.16824,1.32063,0.73846,112.255,0.67648,1.31974,0.99552,148.248,131.148,82.862,75.936,85.06,112.7
2018-07-12 05:30:00,2018-07-12 13:30:00+08:00,1.168,1.31988,0.73826,112.274,0.67647,1.31989,0.99528,148.194,131.146,82.894,75.949,85.065,112.726
2018-07-12 05:45:00,2018-07-12 13:45:00+08:00,1.16784,1.31998,0.73818,112.296,0.67628,1.32013,0.99566,148.233,131.152,82.887,75.939,85.064,112.743
2018-07-12 06:00:00,2018-07-12 14:00:00+08:00,1.16734,1.32001,0.73778,112.273,0.67597,1.3208,0.99576,148.205,131.066,82.893,75.891,85.005,112.75
2018-07-12 06:15:00,2018-07-12 14:15:00+08:00,1.16814,1.32131,0.73847,112.227,0.67658,1.32019,0.99585,148.292,131.105,82.831,75.931,85.01,112.759
2018-07-12 06:30:00,2018-07-12 14:30:00+08:00,1.16795,1.32103,0.73824,112.256,0.67624,1.32028,0.99607,148.301,131.118,82.875,75.909,85.026,112.719
2018-07-12 06:45:00,2018-07-12 14:45:00+08:00,1.16847,1.32188,0.73883,112.256,0.67682,1.31951,0.99559,148.395,131.178,82.871,75.974,85.076,112.727
2018-07-12 07:00:00,2018-07-12 15:00:00+08:00,1.16824,1.32126,0.73826,112.372,0.67652,1.3201,0.99558,148.479,131.286,82.937,76.021,85.127,112.751
2018-07-12 07:15:00,2018-07-12 15:15:00+08:00,1.16861,1.32195,0.73865,112.345,0.67673,1.31967,0.99506,148.518,131.296,82.958,76.024,85.134,112.814
2018-07-12 07:30:00,2018-07-12 15:30:00+08:00,1.16859,1.3216,0.73877,112.351,0.67699,1.31922,0.99555,148.489,131.3,82.982,76.061,85.169,112.875
2018-07-12 07:45:00,2018-07-12 15:45:00+08:00,1.16846,1.32143,0.7387,112.337,0.67694,1.31871,0.99498,148.45,131.27,82.998,76.045,85.189,112.906
2018-07-12 08:00:00,2018-07-12 16:00:00+08:00,1.16828,1.32177,0.73875,112.308,0.67696,1.31938,0.9952,148.451,131.216,82.981,76.03,85.125,112.897
2018-07-12 08:15:00,2018-07-12 16:15:00+08:00,1.16887,1.32211,0.73847,112.317,0.67675,1.31912,0.99588,148.501,131.291,82.968,76.011,85.148,112.803
2018-07-12 08:30:00,2018-07-12 16:30:00+08:00,1.16812,1.32113,0.73818,112.365,0.67655,1.31948,0.99618,148.454,131.264,82.942,76.021,85.162,112.743
2018-07-12 08:45:00,2018-07-12 16:45:00+08:00,1.16744,1.32114,0.73793,112.373,0.67646,1.31992,0.99622,148.468,131.197,82.943,76.012,85.139,112.745
2018-07-12 09:00:00,2018-07-12 17:00:00+08:00,1.16764,1.32147,0.73805,112.444,0.67657,1.31948,0.99695,148.599,131.301,82.923,76.076,85.222,112.713
2018-07-12 09:15:00,2018-07-12 17:15:00+08:00,1.16776,1.32123,0.73818,112.433,0.67649,1.31956,0.9972,148.555,131.304,82.989,76.057,85.207,112.683
2018-07-12 09:30:00,2018-07-12 17:30:00+08:00,1.16754,1.32123,0.73802,112.449,0.67614,1.31951,0.99729,148.577,131.298,82.993,76.031,85.223,112.753
2018-07-12 09:45:00,2018-07-12 17:45:00+08:00,1.16772,1.32182,0.73826,112.425,0.67626,1.31994,0.99719,148.613,131.289,82.989,76.029,85.178,112.75
2018-07-12 10:00:00,2018-07-12 18:00:00+08:00,1.16728,1.3214,0.73806,112.446,0.67603,1.31999,0.99698,148.591,131.263,82.998,76.018,85.192,112.791
2018-07-12 10:15:00,2018-07-12 18:15:00+08:00,1.16771,1.32133,0.73804,112.502,0.67607,1.31942,0.997,148.656,131.377,82.988,76.06,85.27,112.767
2018-07-12 10:30:00,2018-07-12 18:30:00+08:00,1.16772,1.32157,0.73815,112.567,0.67604,1.31926,0.99755,148.773,131.457,83.031,76.1,85.331,112.725
2018-07-12 10:45:00,2018-07-12 18:45:00+08:00,1.16611,1.32019,0.73756,112.605,0.67574,1.31982,0.9977,148.668,131.32,83.091,76.095,85.322,112.764
2018-07-12 11:00:00,2018-07-12 19:00:00+08:00,1.16591,1.31914,0.73751,112.604,0.67537,1.31973,0.9981,148.544,131.292,83.053,76.048,85.326,112.785
2018-07-12 11:15:00,2018-07-12 19:15:00+08:00,1.16571,1.3193,0.73766,112.557,0.67547,1.3195,0.99885,148.502,131.218,83.045,76.029,85.306,112.739
2018-07-12 11:30:00,2018-07-12 19:30:00+08:00,1.16571,1.31999,0.73789,112.559,0.67576,1.31904,0.99888,148.583,131.221,83.027,76.063,85.336,112.732
2018-07-12 11:45:00,2018-07-12 19:45:00+08:00,1.16529,1.32044,0.73859,112.507,0.67597,1.31813,0.9987,148.566,131.112,83.055,76.051,85.357,112.707
2018-07-12 12:00:00,2018-07-12 20:00:00+08:00,1.16579,1.32081,0.73887,112.476,0.67617,1.31826,0.9985,148.567,131.132,83.095,76.056,85.325,112.731
2018-07-12 12:15:00,2018-07-12 20:15:00+08:00,1.16605,1.32081,0.73907,112.478,0.67612,1.3165,0.99859,148.512,131.161,83.105,75.942,85.395,112.668
2018-07-12 12:30:00,2018-07-12 20:30:00+08:00,1.16817,1.32335,0.74027,112.408,0.67767,1.31514,0.99858,148.759,131.319,83.123,76.172,85.474,112.64
2018-07-12 12:45:00,2018-07-12 20:45:00+08:00,1.16715,1.3223,0.73969,112.487,0.67766,1.31644,0.99897,148.75,131.297,83.211,76.223,85.452,112.512
